Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau
Universidade dos Açores;0100;Escola Superior de Saúde - Angra do Heroísmo;7092;Público;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Escola Superior de Saúde - Ponta Delgada;7093;Público;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Ciências Agrárias e do Ambiente;0140;Público;Universitário;Medicina Veterinária (Preparatórios);8086;Preparatórios de Mestrado Integrado
Universidade dos Açores;0100;Faculdade de Ciências Agrárias e do Ambiente;0140;Público;Universitário;Ciências Agrárias;9022;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Ciências Agrárias e do Ambiente;0140;Público;Universitário;Guias de Natureza e Património;L344;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Ciências e Tecnologia;0160;Público;Universitário;Ciclo Básico de Medicina;8083;Preparatórios de Mestrado Integrado
Universidade dos Açores;0100;Faculdade de Ciências e Tecnologia;0160;Público;Universitário;Protecção Civil e Gestão de Riscos;8524;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Ciências e Tecnologia;0160;Público;Universitário;"Ciências de Engenharia - Engenharia Mecânica; Engenharia Eletrotécnica e de Computadores (Preparatórios)";8571;Preparatórios de Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Ciências e Tecnologia;0160;Público;Universitário;Biologia;9011;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Ciências e Tecnologia;0160;Público;Universitário;Informática;9185;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Ciências e Tecnologia;0160;Público;Universitário;Ciências do Oceano (ensino em inglês);A017;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Ciências Sociais e Humanas;0150;Público;Universitário;Estudos Europeus;9135;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Ciências Sociais e Humanas;0150;Público;Universitário;História;9181;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Ciências Sociais e Humanas;0150;Público;Universitário;Psicologia;9219;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Ciências Sociais e Humanas;0150;Público;Universitário;Serviço Social;9238;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Ciências Sociais e Humanas;0150;Público;Universitário;Sociologia;9240;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Ciências Sociais e Humanas;0150;Público;Universitário;Comunicação e Relações Públicas;9652;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Ciências Sociais e Humanas;0150;Público;Universitário;Educação Básica;9853;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Ciências Sociais e Humanas;0150;Público;Universitário;Estudos Portugueses e Ingleses;L041;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Economia e Gestão;0170;Público;Universitário;Economia;9081;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Economia e Gestão;0170;Público;Universitário;Gestão;9147;Licenciatura 1.º ciclo
Universidade dos Açores;0100;Faculdade de Economia e Gestão;0170;Público;Universitário;Turismo;9254;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Público;Politécnico;Imagem Animada;8337;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Público;Politécnico;Ciências da Comunicação;9023;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Público;Politécnico;Design de Comunicação;9070;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Público;Politécnico;Educação Social;9084;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Público;Politécnico;Desporto;9563;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Educação e Comunicação;3081;Público;Politécnico;Educação Básica;9853;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Público;Politécnico;Gestão;9147;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Público;Politécnico;Gestão (regime nocturno);9148;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Público;Politécnico;Gestão Hoteleira;9173;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Público;Politécnico;Marketing;9205;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo;3082;Público;Politécnico;Turismo;9254;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Público;Politécnico;Gestão;9147;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Público;Politécnico;Gestão (regime nocturno);9148;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Gestão, Hotelaria e Turismo (Portimão);3087;Público;Politécnico;Turismo;9254;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Saúde;7035;Público;Politécnico;Dietética e Nutrição;8149;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Saúde;7035;Público;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Saúde;7035;Público;Politécnico;Fisioterapia;9504;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Saúde;7035;Público;Politécnico;Farmácia;9549;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Saúde;7035;Público;Politécnico;Terapia da Fala;9890;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Saúde;7035;Público;Politécnico;Imagem Médica e Radioterapia;L066;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Escola Superior de Saúde;7035;Público;Politécnico;Ciências Biomédicas Laboratoriais;L068;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências e Tecnologia;0203;Público;Universitário;Arquitectura Paisagista;8258;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências e Tecnologia;0203;Público;Universitário;Agronomia;9003;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências e Tecnologia;0203;Público;Universitário;Biologia;9011;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências e Tecnologia;0203;Público;Universitário;Biologia Marinha;9013;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências e Tecnologia;0203;Público;Universitário;Bioquímica;9015;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências e Tecnologia;0203;Público;Universitário;Biotecnologia;9016;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências e Tecnologia;0203;Público;Universitário;Engenharia Informática;9119;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências e Tecnologia;0203;Público;Universitário;Matemática Aplicada à Economia e à Gestão;9210;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências e Tecnologia;0203;Público;Universitário;Ciências Farmacêuticas;9494;Mestrado Integrado
Universidade do Algarve;0200;Faculdade de Ciências e Tecnologia;0203;Público;Universitário;Bioengenharia;9540;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências e Tecnologia;0203;Público;Universitário;Gestão Marinha e Costeira;L123;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências Humanas e Sociais;0201;Público;Universitário;Património Cultural e Arqueologia;8509;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências Humanas e Sociais;0201;Público;Universitário;Línguas, Literaturas e Culturas;9204;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências Humanas e Sociais;0201;Público;Universitário;Psicologia;9219;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências Humanas e Sociais;0201;Público;Universitário;Artes Visuais;9817;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências Humanas e Sociais;0201;Público;Universitário;Ciências da Educação e da Formação;9821;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Ciências Humanas e Sociais;0201;Público;Universitário;Línguas e Comunicação Intercultural;L252;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Economia;0204;Público;Universitário;Economia;9081;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Economia;0204;Público;Universitário;Gestão de Empresas;9152;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Economia;0204;Público;Universitário;Sociologia;9240;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Faculdade de Medicina e Ciências Biomédicas;0206;Público;Universitário;Ciências Biomédicas;9351;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Instituto Superior de Engenharia;3083;Público;Politécnico;Engenharia Civil;9089;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Instituto Superior de Engenharia;3083;Público;Politécnico;Engenharia Mecânica;9123;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Instituto Superior de Engenharia;3083;Público;Politécnico;Engenharia Eletrotécnica e de Computadores;L209;Licenciatura 1.º ciclo
Universidade do Algarve;0200;Instituto Superior de Engenharia;3083;Público;Politécnico;Engenharia de Sistemas e Tecnologias Informáticas;L269;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Escola Superior de Design, Gestão e Tecnologias da Produção de Aveiro-Norte;3014;Público;Politécnico;Design de Produto e Tecnologia;L138;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Escola Superior de Design, Gestão e Tecnologias da Produção de Aveiro-Norte;3014;Público;Politécnico;Automação e Sistemas de Produção;L299;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Escola Superior de Saúde de Aveiro;3013;Público;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Escola Superior de Saúde de Aveiro;3013;Público;Politécnico;Fisioterapia;9504;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Escola Superior de Saúde de Aveiro;3013;Público;Politécnico;Terapia da Fala;9890;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Escola Superior de Saúde de Aveiro;3013;Público;Politécnico;Imagem Médica e Radioterapia;L066;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Escola Superior de Tecnologia e Gestão de Águeda;3012;Público;Politécnico;Gestão da Qualidade;8405;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Escola Superior de Tecnologia e Gestão de Águeda;3012;Público;Politécnico;Secretariado e Comunicação Empresarial;9235;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Escola Superior de Tecnologia e Gestão de Águeda;3012;Público;Politécnico;Gestão Comercial;L021;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Escola Superior de Tecnologia e Gestão de Águeda;3012;Público;Politécnico;Gestão Pública;L140;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Escola Superior de Tecnologia e Gestão de Águeda;3012;Público;Politécnico;Eletrónica e Mecânica Industrial;L194;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Escola Superior de Tecnologia e Gestão de Águeda;3012;Público;Politécnico;Engenharia Informática Aplicada;L346;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Instituto Superior de Contabilidade e Administração de Aveiro;3011;Público;Politécnico;Marketing (regime pós-laboral);8005;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Instituto Superior de Contabilidade e Administração de Aveiro;3011;Público;Politécnico;Contabilidade;9056;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Instituto Superior de Contabilidade e Administração de Aveiro;3011;Público;Politécnico;Finanças;9140;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Instituto Superior de Contabilidade e Administração de Aveiro;3011;Público;Politécnico;Marketing;9205;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Instituto Superior de Contabilidade e Administração de Aveiro;3011;Público;Politécnico;Contabilidade (regime pós-laboral);9869;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Instituto Superior de Contabilidade e Administração de Aveiro;3011;Público;Politécnico;Finanças (regime pós-laboral);9888;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Administração Pública;9002;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Biologia;9011;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Biologia e Geologia;9012;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Bioquímica;9015;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Biotecnologia;9016;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Ciências do Mar;9041;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Design;9069;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Economia;9081;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Engenharia Civil;9089;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Engenharia de Materiais;9096;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Engenharia do Ambiente;9099;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Engenharia e Gestão Industrial;9104;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Engenharia Física;9113;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Engenharia Informática;9119;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Engenharia Mecânica;9123;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Engenharia Química;9125;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Física;9141;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Geologia;9146;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Gestão;9147;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Línguas e Estudos Editoriais;9194;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Línguas e Relações Empresariais;9196;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Línguas, Literaturas e Culturas;9204;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Matemática;9209;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Música;9214;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Psicologia;9219;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Química;9223;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Tradução;9252;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Ciências Biomédicas;9351;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Engenharia Biomédica;9455;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Medicina;9813;Mestrado Integrado
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Educação Básica;9853;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Gestão e Planeamento em Turismo;L187;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Engenharia de Automação Industrial;L202;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Engenharia Eletrotécnica e de Computadores;L209;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Engenharia de Computadores e Informática;L217;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Engenharia Aeroespacial;L221;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Engenharia Computacional;L223;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Multimédia e Tecnologias da Comunicação;L254;Licenciatura 1.º ciclo
Universidade de Aveiro;0300;Universidade de Aveiro;0300;Público;Universitário;Meteorologia, Oceanografia e Clima;L298;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Optometria e Ciências da Visão;8184;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Bioquímica;9015;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Biotecnologia;9016;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Ciência Política e Relações Internacionais;9020;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Ciências da Comunicação;9023;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Ciências da Cultura;9025;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Cinema;9048;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Design de Moda;9071;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Design Industrial;9074;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Design Multimédia;9075;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Economia;9081;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Engenharia Civil;9089;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Engenharia e Gestão Industrial;9104;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Engenharia Electromecânica;9105;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Engenharia Electrotécnica e de Computadores;9112;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Engenharia Informática;9119;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Filosofia;9139;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Gestão;9147;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Marketing;9205;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Psicologia;9219;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Química Industrial;9225;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Sociologia;9240;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Arquitetura;9257;Mestrado Integrado
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Ciências Biomédicas;9351;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Ciências Farmacêuticas;9494;Mestrado Integrado
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Ciências do Desporto;9707;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Engenharia Aeronáutica;9740;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Medicina;9813;Mestrado Integrado
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Matemática e Aplicações;9835;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Estudos Portugueses e Espanhóis;9918;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Física e Aplicações;L205;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Inteligência Artificial e Ciência de Dados;L227;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Tecnologia e Produto de Moda Sustentável;L258;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Engenharia Mecânica Computacional;L295;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Informática Web, Móvel e na Nuvem;L303;Licenciatura 1.º ciclo
Universidade da Beira Interior;0400;Universidade da Beira Interior;0400;Público;Universitário;Computação Criativa e Realidade Virtual;L331;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Escola Superior de Enfermagem;7240;Público;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências do Desporto e Educação Física;0508;Público;Universitário;Ciências do Desporto;9707;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Química Medicinal;8408;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Biologia;9011;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Bioquímica;9015;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Engenharia Civil;9089;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Engenharia do Ambiente;9099;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Engenharia e Gestão Industrial;9104;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Engenharia Física;9113;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Engenharia Informática;9119;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Engenharia Mecânica;9123;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Engenharia Química;9125;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Física;9141;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Geologia;9146;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Matemática;9209;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Química;9223;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Arquitetura;9257;Mestrado Integrado
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Antropologia;9448;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Engenharia Biomédica;9455;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Design e Multimédia;9891;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Engenharia Eletrotécnica e de Computadores;L209;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Inteligência Artificial e Ciência de Dados;L227;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia;0501;Público;Universitário;Gestão de Cidades Sustentáveis e Inteligentes;L285;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Ciências e Tecnologia (Campus Figueira da Foz);0521;Público;Universitário;Biologia Marinha;9013;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Direito;0502;Público;Universitário;Administração Pública;9002;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Direito;0502;Público;Universitário;Direito;9078;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Economia;0503;Público;Universitário;Economia;9081;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Economia;0503;Público;Universitário;Gestão;9147;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Economia;0503;Público;Universitário;Relações Internacionais;9229;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Economia;0503;Público;Universitário;Sociologia;9240;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Farmácia;0504;Público;Universitário;Ciências Farmacêuticas;9494;Mestrado Integrado
Universidade de Coimbra;0500;Faculdade de Farmácia;0504;Público;Universitário;Ciências Bioanalíticas;9819;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Farmácia;0504;Público;Universitário;Farmácia Biomédica;9832;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Letras;0505;Público;Universitário;Português;8393;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Letras;0505;Público;Universitário;Arqueologia;9006;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Letras;0505;Público;Universitário;Estudos Artísticos;9132;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Letras;0505;Público;Universitário;Estudos Clássicos;9133;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Letras;0505;Público;Universitário;Estudos Europeus;9135;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Letras;0505;Público;Universitário;Filosofia;9139;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Letras;0505;Público;Universitário;Geografia;9143;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Letras;0505;Público;Universitário;História;9181;Licenciatura 1.º ciclo
Universidade de Coimbra;0500;Faculdade de Letras;0505;Público;Universitário;História da Arte;9182;Licenciatura 1.º ciclo
