Estabelecimento;CodigoEstabelecimento;UnidadeOrganica;CodigoUnidadeOrganica;Natureza;TipoEnsino;NomeCurso;CodigoCurso;Grau
Universidade da Madeira;1300;Escola Superior de Saúde;1320;Público;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Escola Superior de Tecnologias e Gestão;1321;Público;Politécnico;Direção e Gestão Hoteleira;9076;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Artes e Humanidades;1306;Público;Universitário;Design;9069;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Artes e Humanidades;1306;Público;Universitário;Línguas e Relações Empresariais;9196;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Artes e Humanidades;1306;Público;Universitário;Psicologia;9219;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Artes e Humanidades;1306;Público;Universitário;Comunicação, Cultura e Organizações;9720;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Artes e Humanidades;1306;Público;Universitário;Artes Visuais;9817;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Artes e Humanidades;1306;Público;Universitário;Estudos de Cultura;L150;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Ciências da Vida;1309;Público;Universitário;Ciclo Básico de Medicina;8083;Preparatórios de Mestrado Integrado
Universidade da Madeira;1300;Faculdade de Ciências da Vida;1309;Público;Universitário;Biologia;9011;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Ciências Exatas e da Engenharia;1307;Público;Universitário;Bioquímica;9015;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Ciências Exatas e da Engenharia;1307;Público;Universitário;Engenharia Civil;9089;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Ciências Exatas e da Engenharia;1307;Público;Universitário;Engenharia Electrónica e Telecomunicações;9107;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Ciências Exatas e da Engenharia;1307;Público;Universitário;Engenharia Informática;9119;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Ciências Exatas e da Engenharia;1307;Público;Universitário;Matemática;9209;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Ciências Exatas e da Engenharia;1307;Público;Universitário;Engenharia Biomédica;9455;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Ciências Exatas e da Engenharia;1307;Público;Universitário;Engenharia Física e Computacional;L367;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Ciências Sociais;1308;Público;Universitário;Ciências da Educação;9026;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Ciências Sociais;1308;Público;Universitário;Economia;9081;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Ciências Sociais;1308;Público;Universitário;Gestão;9147;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Ciências Sociais;1308;Público;Universitário;Educação Física e Desporto;9736;Licenciatura 1.º ciclo
Universidade da Madeira;1300;Faculdade de Ciências Sociais;1308;Público;Universitário;Educação Básica;9853;Licenciatura 1.º ciclo
Universidade Aberta;1400;Universidade Aberta;1400;Público;Universitário;Humanidades;8461;Licenciatura 1.º ciclo
Universidade Aberta;1400;Universidade Aberta;1400;Público;Universitário;Engenharia Informática;9119;Licenciatura 1.º ciclo
Universidade Aberta;1400;Universidade Aberta;1400;Público;Universitário;Estudos Europeus;9135;Licenciatura 1.º ciclo
Universidade Aberta;1400;Universidade Aberta;1400;Público;Universitário;Gestão;9147;Licenciatura 1.º ciclo
Universidade Aberta;1400;Universidade Aberta;1400;Público;Universitário;História;9181;Licenciatura 1.º ciclo
Universidade Aberta;1400;Universidade Aberta;1400;Público;Universitário;Línguas Aplicadas;9192;Licenciatura 1.º ciclo
Universidade Aberta;1400;Universidade Aberta;1400;Público;Universitário;Educação;9353;Licenciatura 1.º ciclo
Universidade Aberta;1400;Universidade Aberta;1400;Público;Universitário;Ciências do Ambiente;9379;Licenciatura 1.º ciclo
Universidade Aberta;1400;Universidade Aberta;1400;Público;Universitário;Ciências Sociais;9712;Licenciatura 1.º ciclo
Universidade Aberta;1400;Universidade Aberta;1400;Público;Universitário;Matemática e Aplicações;9835;Licenciatura 1.º ciclo
Universidade Aberta;1400;Universidade Aberta;1400;Público;Universitário;Matemática Aplicada à Gestão;L176;Licenciatura 1.º ciclo
Universidade Aberta;1400;Universidade Aberta;1400;Público;Universitário;Gestão de Vendas e do Retalho;L317;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Arquitectura;1501;Público;Universitário;Design;9069;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Arquitectura;1501;Público;Universitário;Design de Moda;9071;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Arquitectura;1501;Público;Universitário;Arquitetura;9257;Mestrado Integrado
Universidade de Lisboa;1500;Faculdade de Belas-Artes;1502;Público;Universitário;Desenho;8399;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Belas-Artes;1502;Público;Universitário;Design de Comunicação;9070;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Belas-Artes;1502;Público;Universitário;Design de Equipamento;9072;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Belas-Artes;1502;Público;Universitário;Escultura;9754;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Belas-Artes;1502;Público;Universitário;Pintura;9790;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Belas-Artes;1502;Público;Universitário;Arte Multimédia;9904;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Belas-Artes;1502;Público;Universitário;Ciências da Arte e do Património;L010;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Biologia;9011;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Bioquímica;9015;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Engenharia Física;9113;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Engenharia Informática;9119;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Física;9141;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Geologia;9146;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Matemática;9209;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Meteorologia, Oceanografia e Geofísica;9212;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Química;9223;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Química Tecnológica;9226;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Estatística Aplicada;9381;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Matemática Aplicada;9385;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Tecnologias de Informação;L079;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Engenharia Geoespacial;L096;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Engenharia Biomédica e Biofísica;L204;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Ciências;1503;Público;Universitário;Engenharia da Energia e Ambiente;L214;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Direito;1504;Público;Universitário;Direito (regime pós-laboral);8358;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Direito;1504;Público;Universitário;Direito;9078;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Farmácia;1505;Público;Universitário;Ciências Farmacêuticas;9494;Mestrado Integrado
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;Artes e Humanidades;8413;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;Estudos Gerais;8458;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;Arqueologia;9006;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;Ciências da Linguagem;9040;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;Estudos Africanos;9131;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;Estudos Artísticos;9132;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;Estudos Clássicos;9133;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;Estudos Europeus;9135;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;Filosofia;9139;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;História;9181;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;História da Arte;9182;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;Línguas, Literaturas e Culturas;9204;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;Tradução;9252;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;Estudos Asiáticos;9914;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;Estudos Portugueses;9917;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;Estudos Comparatistas;L097;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Letras;1506;Público;Universitário;Estudos de Cultura e Comunicação Intercultural;L288;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Medicina;1507;Público;Universitário;Ciências da Nutrição;9554;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Medicina;1507;Público;Universitário;Medicina;9813;Mestrado Integrado
Universidade de Lisboa;1500;Faculdade de Medicina Dentária;1508;Público;Universitário;Medicina Dentária;9548;Mestrado Integrado
Universidade de Lisboa;1500;Faculdade de Medicina Dentária;1508;Público;Universitário;Higiene Oral;9556;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Medicina Dentária;1508;Público;Universitário;Prótese Dentária;9791;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Medicina Veterinária;1509;Público;Universitário;Medicina Veterinária;9847;Mestrado Integrado
Universidade de Lisboa;1500;Faculdade de Motricidade Humana;1510;Público;Universitário;Dança;9068;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Motricidade Humana;1510;Público;Universitário;Gestão do Desporto;9162;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Motricidade Humana;1510;Público;Universitário;Ciências do Desporto;9707;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Motricidade Humana;1510;Público;Universitário;Reabilitação Psicomotora;9841;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Faculdade de Psicologia;1511;Público;Universitário;Psicologia;9219;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto de Educação;1513;Público;Universitário;Educação e Formação;L040;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto de Geografia e Ordenamento do Território;1514;Público;Universitário;Planeamento e Gestão do Território;8411;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto de Geografia e Ordenamento do Território;1514;Público;Universitário;Geografia;9143;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Público;Universitário;Arquitectura Paisagista;8258;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Público;Universitário;Engenharia Florestal e dos Recursos Naturais;8377;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Público;Universitário;Biologia;9011;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Público;Universitário;Engenharia Agronómica;9086;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Público;Universitário;Engenharia Alimentar;9087;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Público;Universitário;Engenharia do Ambiente;9099;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Agronomia;1515;Público;Universitário;Engenharia Zootécnica;9129;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Público;Universitário;Serviço Social (regime pós-laboral);8014;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Público;Universitário;Administração Pública (regime pós-laboral);8102;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Público;Universitário;Sociologia (regime pós-laboral);8109;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Público;Universitário;Gestão de Recursos Humanos (regime pós-laboral);8111;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Público;Universitário;Administração Pública e Políticas do Território (regime pós-laboral);8363;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Público;Universitário;Relações Internacionais (regime pós-laboral);8364;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Público;Universitário;Administração Pública;9002;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Público;Universitário;Ciência Política;9019;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Público;Universitário;Ciências da Comunicação;9023;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Público;Universitário;Gestão de Recursos Humanos;9157;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Público;Universitário;Relações Internacionais;9229;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Público;Universitário;Serviço Social;9238;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Público;Universitário;Sociologia;9240;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Ciências Sociais e Políticas;1516;Público;Universitário;Antropologia;9448;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Público;Universitário;Economia;9081;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Público;Universitário;Gestão;9147;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Público;Universitário;Matemática Aplicada à Economia e à Gestão;9210;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Público;Universitário;Gestão (ensino em Inglês);A001;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Público;Universitário;Economia (ensino em Inglês);A006;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Público;Universitário;Finanças (ensino em inglês);A013;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior de Economia e Gestão;1517;Público;Universitário;Matemática Aplicada à Economia e à Gestão (ensino em inglês);A018;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Público;Universitário;Engenharia Civil;9089;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Público;Universitário;Engenharia de Materiais;9096;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Público;Universitário;Engenharia do Ambiente;9099;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Público;Universitário;Engenharia Informática e de Computadores;9121;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Público;Universitário;Engenharia Mecânica;9123;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Público;Universitário;Engenharia Química;9125;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Público;Universitário;Arquitetura;9257;Mestrado Integrado
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Público;Universitário;Matemática Aplicada e Computação;9345;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Público;Universitário;Engenharia Biomédica;9455;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Público;Universitário;Engenharia Biológica;9474;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Público;Universitário;Engenharia Naval e Oceânica;L162;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Público;Universitário;Engenharia Eletrotécnica e de Computadores;L209;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Público;Universitário;Engenharia Aeroespacial;L221;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Público;Universitário;Engenharia Física Tecnológica;L233;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico;1518;Público;Universitário;Engenharia de Minas e Recursos Energéticos;L239;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico (Taguspark);1519;Público;Universitário;Engenharia de Telecomunicações e Informática;9098;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico (Taguspark);1519;Público;Universitário;Engenharia e Gestão Industrial;9104;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico (Taguspark);1519;Público;Universitário;Engenharia Informática e de Computadores;9121;Licenciatura 1.º ciclo
Universidade de Lisboa;1500;Instituto Superior Técnico (Taguspark);1519;Público;Universitário;Engenharia Electrónica;9912;Licenciatura 1.º ciclo
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitário;Ciências da Comunicação;9023;Licenciatura 1.º ciclo
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitário;Direito;9078;Licenciatura 1.º ciclo
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitário;Economia;9081;Licenciatura 1.º ciclo
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitário;Engenharia Informática;9119;Licenciatura 1.º ciclo
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitário;Gestão;9147;Licenciatura 1.º ciclo
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitário;Gestão do Desporto;9162;Licenciatura 1.º ciclo
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitário;História;9181;Licenciatura 1.º ciclo
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitário;Informática de Gestão;9186;Licenciatura 1.º ciclo
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitário;Psicologia;9219;Licenciatura 1.º ciclo
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitário;Relações Internacionais;9229;Licenciatura 1.º ciclo
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitário;Arquitetura;9257;Mestrado Integrado
Universidade Autónoma de Lisboa Luís de Camões;2100;Universidade Autónoma de Lisboa Luís de Camões;2100;Privado;Universitário;Engenharia Eletrónica e de Telecomunicações;L110;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Escola das Artes;2265;Privado;Universitário;Cinema;9048;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Escola das Artes;2265;Privado;Universitário;Som e Imagem;9457;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Escola das Artes;2265;Privado;Universitário;Arte - Conservação e Restauro;9551;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Escola de Enfermagem (Lisboa);2218;Privado;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Escola de Enfermagem (Porto);2219;Privado;Politécnico;Enfermagem;9500;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Escola Superior de Biotecnologia;2210;Privado;Universitário;Microbiologia;8257;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Escola Superior de Biotecnologia;2210;Privado;Universitário;Bioengenharia;9540;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Escola Superior de Biotecnologia;2210;Privado;Universitário;Ciências da Nutrição;9554;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Escola Superior de Biotecnologia;2210;Privado;Universitário;Ciências e Sociedade;L338;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Ciências Económicas e Empresariais;2270;Privado;Universitário;Administração e Gestão de Empresas;9059;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Ciências Económicas e Empresariais;2270;Privado;Universitário;Economia;9081;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Ciências Económicas e Empresariais;2270;Privado;Universitário;Administração e Gestão de Empresas - Licenciatura Internacional;L149;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Ciências Económicas e Empresariais;2270;Privado;Universitário;Economia e Finanças - Licenciatura Internacional;L152;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Ciências Económicas e Empresariais;2270;Privado;Universitário;Gestão Comercial e de Retalho – Executiva (regime de ensino a distância);L300;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Ciências Humanas;2220;Privado;Universitário;Filosofia;9139;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Ciências Humanas;2220;Privado;Universitário;Psicologia;9219;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Ciências Humanas;2220;Privado;Universitário;Serviço Social;9238;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Ciências Humanas;2220;Privado;Universitário;Línguas Estrangeiras Aplicadas;9378;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Ciências Humanas;2220;Privado;Universitário;Comunicação Social e Cultural;9453;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Ciências Humanas;2220;Privado;Universitário;Filosofia, Política e Economia;L198;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Direito;2280;Privado;Universitário;Direito;9078;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Direito (Porto);2281;Privado;Universitário;Direito;9078;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Economia e Gestão;2271;Privado;Universitário;Economia;9081;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Economia e Gestão;2271;Privado;Universitário;Gestão;9147;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Educação e Psicologia;2289;Privado;Universitário;Psicologia;9219;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Filosofia e Ciências Sociais;2223;Privado;Universitário;Ciências da Comunicação;9023;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Filosofia e Ciências Sociais;2223;Privado;Universitário;Filosofia;9139;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Filosofia e Ciências Sociais;2223;Privado;Universitário;Psicologia;9219;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Filosofia e Ciências Sociais;2223;Privado;Universitário;Serviço Social;9238;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Filosofia e Ciências Sociais;2223;Privado;Universitário;Turismo;9254;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Filosofia e Ciências Sociais;2223;Privado;Universitário;Estudos Portugueses;9917;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Filosofia e Ciências Sociais;2223;Privado;Universitário;Ciência de Dados Aplicada;L271;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Medicina;2299;Privado;Universitário;Medicina;9813;Mestrado Integrado
Universidade Católica Portuguesa;2200;Faculdade de Medicina Dentária;2227;Privado;Universitário;Ciências Biomédicas;9351;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Medicina Dentária;2227;Privado;Universitário;Medicina Dentária;9548;Mestrado Integrado
Universidade Católica Portuguesa;2200;Faculdade de Teologia;2240;Privado;Universitário;Teologia;L235;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Faculdade de Teologia;2240;Privado;Universitário;Ciências Religiosas (regime de ensino a distância);L249;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Instituto de Estudos Políticos;2295;Privado;Universitário;Ciência Política e Relações Internacionais;9020;Licenciatura 1.º ciclo
Universidade Católica Portuguesa;2200;Instituto de Gestão e das Organizações da Saúde;2228;Privado;Universitário;Gestão;9147;Licenciatura 1.º ciclo
Universidade Lusíada;2400;Centro Universitário Lusíada - Lisboa;2410;Privado;Universitário;Jazz e Música Moderna;8175;Licenciatura 1.º ciclo
Universidade Lusíada;2400;Centro Universitário Lusíada - Lisboa;2410;Privado;Universitário;Design;9069;Licenciatura 1.º ciclo
Universidade Lusíada;2400;Centro Universitário Lusíada - Lisboa;2410;Privado;Universitário;Direito;9078;Licenciatura 1.º ciclo
Universidade Lusíada;2400;Centro Universitário Lusíada - Lisboa;2410;Privado;Universitário;Economia;9081;Licenciatura 1.º ciclo
Universidade Lusíada;2400;Centro Universitário Lusíada - Lisboa;2410;Privado;Universitário;Engenharia Informática;9119;Licenciatura 1.º ciclo
Universidade Lusíada;2400;Centro Universitário Lusíada - Lisboa;2410;Privado;Universitário;Gestão de Empresa;9151;Licenciatura 1.º ciclo
Universidade Lusíada;2400;Centro Universitário Lusíada - Lisboa;2410;Privado;Universitário;Gestão de Recursos Humanos;9157;Licenciatura 1.º ciclo
Universidade Lusíada;2400;Centro Universitário Lusíada - Lisboa;2410;Privado;Universitário;Marketing;9205;Licenciatura 1.º ciclo
